workerid,proliferate.condition,bothQuestionsCorrect,condition,correct,failed_audio,failed_images,failed_video,first,gender,internal_node_id,participant_hypothesis,question_order,response,rt,second,stimulus,success,tech_difficulty,time_elapsed,timeout,trial_index,trial_type,error
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.6,honestly i genuinely don't know ow this links to empathy,,arrowright,958,empathetic,img/social/version2/7.png,,,123623,,20,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.7,honestly i genuinely don't know ow this links to empathy,,arrowright,1182,empathetic,img/social/version2/8.png,,,124807,,21,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.8,honestly i genuinely don't know ow this links to empathy,,arrowright,975,empathetic,img/social/version2/9.png,,,125783,,22,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.9,honestly i genuinely don't know ow this links to empathy,,arrowleft,647,empathetic,img/social/version2/10.png,,,126431,,23,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.10,honestly i genuinely don't know ow this links to empathy,,arrowright,1543,empathetic,img/social/version2/11.png,,,127975,,24,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.11,honestly i genuinely don't know ow this links to empathy,,arrowleft,894,empathetic,img/social/version2/12.png,,,128871,,25,image-keyboard-response,
235,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.12,honestly i genuinely don't know ow this links to empathy,,arrowright,935,empathetic,img/social/version2/13.png,,,129807,,26,image-keyboard-response,
235,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.13,honestly i genuinely don't know ow this links to empathy,,arrowleft,359,empathetic,img/social/version2/14.png,,,130167,,27,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.14,honestly i genuinely don't know ow this links to empathy,,arrowright,2231,empathetic,img/social/version2/15.png,,,132399,,28,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.15,honestly i genuinely don't know ow this links to empathy,,arrowleft,783,empathetic,img/social/version2/16.png,,,133183,,29,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.16,honestly i genuinely don't know ow this links to empathy,,arrowleft,1646,empathetic,img/social/version2/17.png,,,134831,,30,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.17,honestly i genuinely don't know ow this links to empathy,,arrowright,542,empathetic,img/social/version2/18.png,,,135375,,31,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.18,honestly i genuinely don't know ow this links to empathy,,arrowright,687,empathetic,img/social/version2/19.png,,,136063,,32,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.19,honestly i genuinely don't know ow this links to empathy,,arrowleft,526,empathetic,img/social/version2/20.png,,,136591,,33,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.20,honestly i genuinely don't know ow this links to empathy,,arrowleft,1111,empathetic,img/social/version2/21.png,,,137703,,34,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.21,honestly i genuinely don't know ow this links to empathy,,arrowleft,559,empathetic,img/social/version2/22.png,,,138263,,35,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.22,honestly i genuinely don't know ow this links to empathy,,arrowright,350,empathetic,img/social/version2/23.png,,,138614,,36,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.23,honestly i genuinely don't know ow this links to empathy,,arrowright,520,empathetic,img/social/version2/24.png,,,139135,,37,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.24,honestly i genuinely don't know ow this links to empathy,,arrowleft,2182,empathetic,img/social/version2/25.png,,,141318,,38,image-keyboard-response,
235,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.25,honestly i genuinely don't know ow this links to empathy,,arrowleft,752,empathetic,img/social/version2/26.png,,,142071,,39,image-keyboard-response,
235,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.26,honestly i genuinely don't know ow this links to empathy,,,,empathetic,,,,142216,,40,image-keyboard-response,
235,Empathetic,True,social,,,,,Females,Male,0.0-13.0,honestly i genuinely don't know ow this links to empathy,,0,4472,empathetic,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,,146689,,41,html-button-response,
235,Empathetic,True,social,,,,,Females,Male,0.0-14.0,honestly i genuinely don't know ow this links to empathy,,"{'Hypothesis': ""honestly i genuinely don't know ow this links to empathy""}",39522,empathetic,,,,186217,,42,survey-text,
235,Empathetic,True,social,,,,,Females,Male,0.0-15.0,honestly i genuinely don't know ow this links to empathy,[0],{'sex': 'Male'},3670,empathetic,,,,189888,,43,survey-multi-choice,
235,Empathetic,True,social,,,,,Females,Male,0.0-16.0,honestly i genuinely don't know ow this links to empathy,[0],{'q2': 'empathetic ability'},7025,empathetic,,,,196916,,44,survey-multi-choice,
235,Empathetic,True,social,,,,,Females,Male,0.0-17.0,honestly i genuinely don't know ow this links to empathy,[0],{'q3': 'Females'},4717,empathetic,,,,201636,,45,survey-multi-choice,
235,Empathetic,True,social,,,,,Females,Male,0.0-18.0,honestly i genuinely don't know ow this links to empathy,,{'technicalDifficulties': ''},4347,empathetic,,,,205988,,46,survey-text,
235,Empathetic,True,social,,,,,Females,Male,0.0-19.0,honestly i genuinely don't know ow this links to empathy,,0,1423,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,,207412,,47,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-0.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,,,empathy,,True,,14715,,0,fullscreen,
87,Empathetic,True,social,,[],[],[],female,Male,0.0-1.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,,,empathy,,True,,15476,False,1,preload,
87,Empathetic,True,social,,,,,female,Male,0.0-2.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,28675,empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,,44152,,2,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-3.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,2906,empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,,47058,,3,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-4.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,6170,empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>empathetic ability</strong>.</p>",,,53229,,4,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-5.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,3160,empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Empathetic ability is a social ability that is defined as being able to identify with, and understand what another person is seeing or feeling, and respond appropriately.</p>",,,56390,,5,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-6.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,4050,empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>females often score higher on measures of empathetic ability</strong>.</p>",,,60441,,6,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-7.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,"{'first': 'female', 'second': 'empathy'}",30792,empathy,,,,91233,,7,survey-html-form,
87,Empathetic,True,social,,,,,female,Male,0.0-8.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,46211,empathy,"'<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking the perspective of the person on the map. Suppose that one day, you went for walk and followed the path through the city that is shown. </p> 
      <p>At each turn that the path takes, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,,137447,,8,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-9.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,3723,empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,,141170,,9,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-10.0-0.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,5274,empathy,img/social/version2/p1.png,,,146447,,10,image-keyboard-response,
87,Empathetic,True,social,,,,,female,Male,0.0-10.0-1.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,1272,empathy,img/social/version2/p2.png,,,147720,,11,image-keyboard-response,
87,Empathetic,True,social,,,,,female,Male,0.0-10.0-2.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,869,empathy,img/social/version2/p3.png,,,148590,,12,image-keyboard-response,
87,Empathetic,True,social,,,,,female,Male,0.0-11.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,4309,empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,,152900,,13,html-button-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,931,empathy,img/social/version2/1.png,,,153833,,14,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.1,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,907,empathy,img/social/version2/2.png,,,154743,,15,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.2,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,703,empathy,img/social/version2/3.png,,,155447,,16,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.3,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,754,empathy,img/social/version2/4.png,,,156202,,17,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.4,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,462,empathy,img/social/version2/5.png,,,156666,,18,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.5,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,1571,empathy,img/social/version2/6.png,,,158238,,19,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.6,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,1211,empathy,img/social/version2/7.png,,,159451,,20,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.7,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,733,empathy,img/social/version2/8.png,,,160186,,21,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.8,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,735,empathy,img/social/version2/9.png,,,160922,,22,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.9,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,505,empathy,img/social/version2/10.png,,,161428,,23,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.10,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,1108,empathy,img/social/version2/11.png,,,162537,,24,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.11,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,421,empathy,img/social/version2/12.png,,,162959,,25,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.12,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,598,empathy,img/social/version2/13.png,,,163558,,26,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.13,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,607,empathy,img/social/version2/14.png,,,164166,,27,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.14,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,1564,empathy,img/social/version2/15.png,,,165733,,28,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.15,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,506,empathy,img/social/version2/16.png,,,166239,,29,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.16,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,942,empathy,img/social/version2/17.png,,,167182,,30,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.17,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,384,empathy,img/social/version2/18.png,,,167567,,31,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.18,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,564,empathy,img/social/version2/19.png,,,168131,,32,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.19,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,670,empathy,img/social/version2/20.png,,,168802,,33,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.20,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,1013,empathy,img/social/version2/21.png,,,169817,,34,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.21,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,650,empathy,img/social/version2/22.png,,,170469,,35,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.22,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,456,empathy,img/social/version2/23.png,,,170926,,36,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.23,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,292,empathy,img/social/version2/24.png,,,171219,,37,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.24,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,1638,empathy,img/social/version2/25.png,,,172859,,38,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.25,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,896,empathy,img/social/version2/26.png,,,173756,,39,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.26,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,423,empathy,img/social/version2/27.png,,,174180,,40,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.27,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,833,empathy,img/social/version2/28.png,,,175015,,41,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.28,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,540,empathy,img/social/version2/29.png,,,175555,,42,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.29,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowleft,502,empathy,img/social/version2/30.png,,,176058,,43,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.30,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,575,empathy,img/social/version2/31.png,,,176634,,44,image-keyboard-response,
87,Empathetic,True,social,True,,,,female,Male,0.0-12.0-0.31,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,arrowright,722,empathy,img/social/version2/32.png,,,177358,,45,image-keyboard-response,
87,Empathetic,True,social,,,,,female,Male,0.0-13.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,2443,empathy,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,,179802,,46,html-button-response,
87,Empathetic,True,social,,,,,female,Male,0.0-14.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,{'Hypothesis': 'It about fast recognizing which direction is right and left when person is situated upside down or in different angles'},51441,empathy,,,,231247,,47,survey-text,
87,Empathetic,True,social,,,,,female,Male,0.0-15.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,[0],{'sex': 'Male'},1705,empathy,,,,232954,,48,survey-multi-choice,
87,Empathetic,True,social,,,,,female,Male,0.0-16.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,[0],{'q2': 'empathetic ability'},7096,empathy,,,,240052,,49,survey-multi-choice,
87,Empathetic,True,social,,,,,female,Male,0.0-17.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,[0],{'q3': 'Females'},3599,empathy,,,,243653,,50,survey-multi-choice,
87,Empathetic,True,social,,,,,female,Male,0.0-18.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,{'technicalDifficulties': ''},3702,empathy,,,,247359,,51,survey-text,
87,Empathetic,True,social,,,,,female,Male,0.0-19.0,It about fast recognizing which direction is right and left when person is situated upside down or in different angles,,0,14369,empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,,261729,,52,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-0.0,no,,,,spatial ,,True,no,2166,,0,fullscreen,
140,Empathetic,True,spatial,,[],[],[],males,Male,0.0-1.0,no,,,,spatial ,,True,no,5170,False,1,preload,
140,Empathetic,True,spatial,,,,,males,Male,0.0-2.0,no,,0,3046,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,no,8217,,2,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-3.0,no,,0,4695,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,no,12912,,3,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-4.0,no,,0,10136,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>spatial ability</strong>.</p>",,no,23048,,4,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-5.0,no,,0,4263,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Spatial ability is a cognitive ability that is defined as understanding the relations between objects in space and being able to mentally manipulate them and respond correctly.</p>",,no,27312,,5,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-6.0,no,,0,7638,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>males often score higher on measures of spatial ability</strong>.</p>",,no,34951,,6,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-7.0,no,,"{'first': 'males', 'second': 'spatial '}",5233,spatial ,,,no,40185,,7,survey-html-form,
140,Empathetic,True,spatial,,,,,males,Male,0.0-8.0,no,,0,7249,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking a walk through the path, following the direction of the dashed line.</p> 
      <p>At each turn that the path takes, which will be circled, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,no,47434,,8,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-9.0,no,,0,2009,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,no,49444,,9,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-10.0-0.0,no,,arrowright,2199,spatial ,img/spatial/version2/p1.png,,no,51645,,10,image-keyboard-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-10.0-1.0,no,,arrowleft,807,spatial ,img/spatial/version2/p2.png,,no,52453,,11,image-keyboard-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-10.0-2.0,no,,arrowright,1856,spatial ,img/spatial/version2/p3.png,,no,54309,,12,image-keyboard-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-11.0,no,,0,1512,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,no,55821,,13,html-button-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.0,no,,arrowleft,2111,spatial ,img/spatial/version2/1.png,,no,57933,,14,image-keyboard-response,
140,Empathetic,True,spatial,False,,,,males,Male,0.0-12.0-0.1,no,,arrowright,823,spatial ,img/spatial/version2/2.png,,no,58757,,15,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.2,no,,arrowright,1080,spatial ,img/spatial/version2/3.png,,no,59837,,16,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.3,no,,arrowright,2127,spatial ,img/spatial/version2/4.png,,no,61965,,17,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.4,no,,arrowleft,352,spatial ,img/spatial/version2/5.png,,no,62317,,18,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.5,no,,arrowleft,2976,spatial ,img/spatial/version2/6.png,,no,65293,,19,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.6,no,,arrowright,303,spatial ,img/spatial/version2/7.png,,no,65597,,20,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.7,no,,arrowright,1039,spatial ,img/spatial/version2/8.png,,no,66637,,21,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.8,no,,arrowright,592,spatial ,img/spatial/version2/9.png,,no,67229,,22,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.9,no,,arrowleft,407,spatial ,img/spatial/version2/10.png,,no,67637,,23,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.10,no,,arrowright,1376,spatial ,img/spatial/version2/11.png,,no,69013,,24,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.11,no,,arrowleft,751,spatial ,img/spatial/version2/12.png,,no,69765,,25,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.12,no,,arrowleft,3872,spatial ,img/spatial/version2/13.png,,no,73637,,26,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.13,no,,arrowright,569,spatial ,img/spatial/version2/14.png,,no,74206,,27,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.14,no,,arrowright,2894,spatial ,img/spatial/version2/15.png,,no,77101,,28,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.15,no,,arrowleft,1912,spatial ,img/spatial/version2/16.png,,no,79013,,29,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.16,no,,arrowleft,1673,spatial ,img/spatial/version2/17.png,,no,80685,,30,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.17,no,,arrowright,502,spatial ,img/spatial/version2/18.png,,no,81189,,31,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.18,no,,arrowright,912,spatial ,img/spatial/version2/19.png,,no,82101,,32,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.19,no,,arrowleft,1256,spatial ,img/spatial/version2/20.png,,no,83357,,33,image-keyboard-response,
140,Empathetic,True,spatial,True,,,,males,Male,0.0-12.0-0.20,no,,arrowleft,1500,spatial ,img/spatial/version2/21.png,,no,84858,,34,image-keyboard-response,
140,Empathetic,True,spatial,False,,,,males,Male,0.0-12.0-0.21,no,,,,spatial ,,,no,85832,,35,image-keyboard-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-13.0,no,,0,1924,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,no,87757,,36,html-button-response,
140,Empathetic,True,spatial,,,,,males,Male,0.0-14.0,no,,{'Hypothesis': 'no'},8354,spatial ,,,no,96113,,37,survey-text,
140,Empathetic,True,spatial,,,,,males,Male,0.0-15.0,no,[0],{'sex': 'Male'},1919,spatial ,,,no,98034,,38,survey-multi-choice,
140,Empathetic,True,spatial,,,,,males,Male,0.0-16.0,no,[0],{'q2': 'spatial ability'},2190,spatial ,,,no,100225,,39,survey-multi-choice,
140,Empathetic,True,spatial,,,,,males,Male,0.0-17.0,no,[0],{'q3': 'Males'},2550,spatial ,,,no,102776,,40,survey-multi-choice,
140,Empathetic,True,spatial,,,,,males,Male,0.0-18.0,no,,{'technicalDifficulties': 'no'},3010,spatial ,,,no,105789,,41,survey-text,
140,Empathetic,True,spatial,,,,,males,Male,0.0-19.0,no,,0,1382,spatial ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,no,107171,,42,html-button-response,
