workerid,proliferate.condition,bothQuestionsCorrect,condition,correct,failed_audio,failed_images,failed_video,first,gender,internal_node_id,participant_hypothesis,question_order,response,rt,second,status,stimulus,success,tech_difficulty,time_elapsed,timeout,trial_index,trial_type,error
187,Empathetic,True,social,,,,,women,Female,0.0-15.0,i think the study was trying to look at my perspective ability and also my empathetic ability,[0],{'sex': 'Female'},2403,empathetic,,,,No,311862,,36,survey-multi-choice,
187,Empathetic,True,social,,,,,women,Female,0.0-16.0,i think the study was trying to look at my perspective ability and also my empathetic ability,[0],{'q2': 'empathetic ability'},3128,empathetic,,,,No,314994,,37,survey-multi-choice,
187,Empathetic,True,social,,,,,women,Female,0.0-17.0,i think the study was trying to look at my perspective ability and also my empathetic ability,[0],{'q3': 'Females'},7180,empathetic,,,,No,322177,,38,survey-multi-choice,
187,Empathetic,True,social,,,,,women,Female,0.0-18.0,i think the study was trying to look at my perspective ability and also my empathetic ability,,{'technicalDifficulties': 'No'},6282,empathetic,,,,No,328463,,39,survey-text,
187,Empathetic,True,social,,,,,women,Female,0.0-19.0,i think the study was trying to look at my perspective ability and also my empathetic ability,,0,6345,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,No,334809,,40,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-0.0,"I think its testing to see which arrows represent which direction better
",,,,empathetic,,,True,no,20070,,0,fullscreen,
288,Empathetic,True,social,,[],[],[],females,Female,0.0-1.0,"I think its testing to see which arrows represent which direction better
",,,,empathetic,,,True,no,22844,False,1,preload,
288,Empathetic,True,social,,,,,females,Female,0.0-2.0,"I think its testing to see which arrows represent which direction better
",,0,9865,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,no,32712,,2,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-3.0,"I think its testing to see which arrows represent which direction better
",,0,2133,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,no,34848,,3,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-4.0,"I think its testing to see which arrows represent which direction better
",,0,6047,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>empathetic ability</strong>.</p>",,no,40896,,4,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-5.0,"I think its testing to see which arrows represent which direction better
",,0,5714,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Empathetic ability is a social ability that is defined as being able to identify with, and understand what another person is seeing or feeling, and respond appropriately.</p>",,no,46612,,5,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-6.0,"I think its testing to see which arrows represent which direction better
",,0,3610,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>females often score higher on measures of empathetic ability</strong>.</p>",,no,50224,,6,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-7.0,"I think its testing to see which arrows represent which direction better
",,"{'first': 'females', 'second': 'empathetic'}",24036,empathetic,,,,no,74261,,7,survey-html-form,
288,Empathetic,True,social,,,,,females,Female,0.0-8.0,"I think its testing to see which arrows represent which direction better
",,0,42942,empathetic,,"'<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking the perspective of the person on the map. Suppose that one day, you went for walk and followed the path through the city that is shown. </p> 
      <p>At each turn that the path takes, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,no,117204,,8,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-9.0,"I think its testing to see which arrows represent which direction better
",,0,7280,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,no,124486,,9,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-10.0-0.0,"I think its testing to see which arrows represent which direction better
",,arrowleft,4828,empathetic,,img/social/version2/p1.png,,no,129344,,10,image-keyboard-response,
288,Empathetic,True,social,,,,,females,Female,0.0-10.0-1.0,"I think its testing to see which arrows represent which direction better
",,arrowleft,385,empathetic,,img/social/version2/p2.png,,no,129757,,11,image-keyboard-response,
288,Empathetic,True,social,,,,,females,Female,0.0-10.0-2.0,"I think its testing to see which arrows represent which direction better
",,arrowright,1609,empathetic,,img/social/version2/p3.png,,no,131390,,12,image-keyboard-response,
288,Empathetic,True,social,,,,,females,Female,0.0-11.0,"I think its testing to see which arrows represent which direction better
",,0,6423,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,no,137814,,13,html-button-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.0,"I think its testing to see which arrows represent which direction better
",,arrowleft,1529,empathetic,,img/social/version2/1.png,,no,139383,,14,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.1,"I think its testing to see which arrows represent which direction better
",,arrowright,748,empathetic,,img/social/version2/2.png,,no,140166,,15,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.2,"I think its testing to see which arrows represent which direction better
",,arrowleft,1101,empathetic,,img/social/version2/3.png,,no,141303,,16,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.3,"I think its testing to see which arrows represent which direction better
",,arrowleft,1012,empathetic,,img/social/version2/4.png,,no,142353,,17,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.4,"I think its testing to see which arrows represent which direction better
",,arrowleft,1158,empathetic,,img/social/version2/5.png,,no,143543,,18,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.5,"I think its testing to see which arrows represent which direction better
",,arrowright,1414,empathetic,,img/social/version2/6.png,,no,144991,,19,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.6,"I think its testing to see which arrows represent which direction better
",,arrowleft,928,empathetic,,img/social/version2/7.png,,no,145950,,20,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.7,"I think its testing to see which arrows represent which direction better
",,arrowleft,1719,empathetic,,img/social/version2/8.png,,no,147706,,21,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.8,"I think its testing to see which arrows represent which direction better
",,arrowright,422,empathetic,,img/social/version2/9.png,,no,148167,,22,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.9,"I think its testing to see which arrows represent which direction better
",,arrowleft,411,empathetic,,img/social/version2/10.png,,no,148607,,23,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.10,"I think its testing to see which arrows represent which direction better
",,arrowleft,416,empathetic,,img/social/version2/11.png,,no,149065,,24,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.11,"I think its testing to see which arrows represent which direction better
",,arrowleft,562,empathetic,,img/social/version2/12.png,,no,149663,,25,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.12,"I think its testing to see which arrows represent which direction better
",,arrowleft,1047,empathetic,,img/social/version2/13.png,,no,150738,,26,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.13,"I think its testing to see which arrows represent which direction better
",,arrowright,1126,empathetic,,img/social/version2/14.png,,no,151894,,27,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.14,"I think its testing to see which arrows represent which direction better
",,arrowleft,1598,empathetic,,img/social/version2/15.png,,no,153519,,28,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.15,"I think its testing to see which arrows represent which direction better
",,arrowright,514,empathetic,,img/social/version2/16.png,,no,154062,,29,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.16,"I think its testing to see which arrows represent which direction better
",,arrowright,3242,empathetic,,img/social/version2/17.png,,no,157330,,30,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.17,"I think its testing to see which arrows represent which direction better
",,arrowright,757,empathetic,,img/social/version2/18.png,,no,158110,,31,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.18,"I think its testing to see which arrows represent which direction better
",,arrowright,1835,empathetic,,img/social/version2/19.png,,no,159969,,32,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.19,"I think its testing to see which arrows represent which direction better
",,arrowright,613,empathetic,,img/social/version2/20.png,,no,160606,,33,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.20,"I think its testing to see which arrows represent which direction better
",,arrowright,450,empathetic,,img/social/version2/21.png,,no,161081,,34,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.21,"I think its testing to see which arrows represent which direction better
",,arrowleft,751,empathetic,,img/social/version2/22.png,,no,161862,,35,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.22,"I think its testing to see which arrows represent which direction better
",,arrowright,1139,empathetic,,img/social/version2/23.png,,no,163030,,36,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.23,"I think its testing to see which arrows represent which direction better
",,arrowright,302,empathetic,,img/social/version2/24.png,,no,163361,,37,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.24,"I think its testing to see which arrows represent which direction better
",,arrowright,1390,empathetic,,img/social/version2/25.png,,no,164774,,38,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.25,"I think its testing to see which arrows represent which direction better
",,arrowleft,679,empathetic,,img/social/version2/26.png,,no,165478,,39,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.26,"I think its testing to see which arrows represent which direction better
",,arrowleft,347,empathetic,,img/social/version2/27.png,,no,165849,,40,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.27,"I think its testing to see which arrows represent which direction better
",,arrowleft,724,empathetic,,img/social/version2/28.png,,no,166598,,41,image-keyboard-response,
288,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.28,"I think its testing to see which arrows represent which direction better
",,arrowright,751,empathetic,,img/social/version2/29.png,,no,167374,,42,image-keyboard-response,
288,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.29,"I think its testing to see which arrows represent which direction better
",,,,empathetic,ended early,,,no,167856,,43,image-keyboard-response,
288,Empathetic,True,social,,,,,females,Female,0.0-13.0,"I think its testing to see which arrows represent which direction better
",,0,2804,empathetic,,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,no,170661,,44,html-button-response,
288,Empathetic,True,social,,,,,females,Female,0.0-14.0,"I think its testing to see which arrows represent which direction better
",,{'Hypothesis': 'I think its testing to see which arrows represent which direction better\n'},86269,empathetic,,,,no,256930,,45,survey-text,
288,Empathetic,True,social,,,,,females,Female,0.0-15.0,"I think its testing to see which arrows represent which direction better
",[0],{'sex': 'Female'},3484,empathetic,,,,no,260424,,46,survey-multi-choice,
288,Empathetic,True,social,,,,,females,Female,0.0-16.0,"I think its testing to see which arrows represent which direction better
",[0],{'q2': 'empathetic ability'},7465,empathetic,,,,no,267891,,47,survey-multi-choice,
288,Empathetic,True,social,,,,,females,Female,0.0-17.0,"I think its testing to see which arrows represent which direction better
",[0],{'q3': 'Females'},3359,empathetic,,,,no,271252,,48,survey-multi-choice,
288,Empathetic,True,social,,,,,females,Female,0.0-18.0,"I think its testing to see which arrows represent which direction better
",,{'technicalDifficulties': 'no'},6763,empathetic,,,,no,278018,,49,survey-text,
288,Empathetic,True,social,,,,,females,Female,0.0-19.0,"I think its testing to see which arrows represent which direction better
",,0,15807,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,no,293826,,50,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-0.0,the study aims to look and cognitive perspectives and empathetic ability,,,,empathetic,,,True,none,6489,,0,fullscreen,
136,Empathetic,True,social,,[],[],[],females,Female,0.0-1.0,the study aims to look and cognitive perspectives and empathetic ability,,,,empathetic,,,True,none,22589,False,1,preload,
136,Empathetic,True,social,,,,,females,Female,0.0-2.0,the study aims to look and cognitive perspectives and empathetic ability,,0,162522,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,none,185143,,2,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-3.0,the study aims to look and cognitive perspectives and empathetic ability,,0,2424,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,none,187575,,3,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-4.0,the study aims to look and cognitive perspectives and empathetic ability,,0,1711,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>empathetic ability</strong>.</p>",,none,189292,,4,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-5.0,the study aims to look and cognitive perspectives and empathetic ability,,0,6895,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Empathetic ability is a social ability that is defined as being able to identify with, and understand what another person is seeing or feeling, and respond appropriately.</p>",,none,196194,,5,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-6.0,the study aims to look and cognitive perspectives and empathetic ability,,0,2639,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>females often score higher on measures of empathetic ability</strong>.</p>",,none,198838,,6,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-7.0,the study aims to look and cognitive perspectives and empathetic ability,,"{'first': 'females', 'second': 'empathetic'}",29577,empathetic,,,,none,228424,,7,survey-html-form,
136,Empathetic,True,social,,,,,females,Female,0.0-8.0,the study aims to look and cognitive perspectives and empathetic ability,,0,42383,empathetic,,"'<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking the perspective of the person on the map. Suppose that one day, you went for walk and followed the path through the city that is shown. </p> 
      <p>At each turn that the path takes, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,none,270819,,8,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-9.0,the study aims to look and cognitive perspectives and empathetic ability,,0,4791,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,none,275618,,9,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-10.0-0.0,the study aims to look and cognitive perspectives and empathetic ability,,arrowleft,7392,empathetic,,img/social/version2/p1.png,,none,283034,,10,image-keyboard-response,
136,Empathetic,True,social,,,,,females,Female,0.0-10.0-1.0,the study aims to look and cognitive perspectives and empathetic ability,,arrowright,5279,empathetic,,img/social/version2/p2.png,,none,288319,,11,image-keyboard-response,
136,Empathetic,True,social,,,,,females,Female,0.0-10.0-2.0,the study aims to look and cognitive perspectives and empathetic ability,,arrowright,4137,empathetic,,img/social/version2/p3.png,,none,292462,,12,image-keyboard-response,
136,Empathetic,True,social,,,,,females,Female,0.0-11.0,the study aims to look and cognitive perspectives and empathetic ability,,0,13149,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,none,305617,,13,html-button-response,
136,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.0,the study aims to look and cognitive perspectives and empathetic ability,,arrowleft,5891,empathetic,,img/social/version2/1.png,,none,311523,,14,image-keyboard-response,
136,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.1,the study aims to look and cognitive perspectives and empathetic ability,,arrowleft,6091,empathetic,,img/social/version2/2.png,,none,317625,,15,image-keyboard-response,
136,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.2,the study aims to look and cognitive perspectives and empathetic ability,,arrowright,3961,empathetic,,img/social/version2/3.png,,none,321593,,16,image-keyboard-response,
136,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.3,the study aims to look and cognitive perspectives and empathetic ability,,arrowright,5804,empathetic,,img/social/version2/4.png,,none,327404,,17,image-keyboard-response,
136,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.4,the study aims to look and cognitive perspectives and empathetic ability,,arrowright,4404,empathetic,,img/social/version2/5.png,,none,331815,,18,image-keyboard-response,
136,Empathetic,True,social,False,,,,females,Female,0.0-12.0-0.5,the study aims to look and cognitive perspectives and empathetic ability,,,,empathetic,ended early,,,none,335645,,19,image-keyboard-response,
136,Empathetic,True,social,,,,,females,Female,0.0-13.0,the study aims to look and cognitive perspectives and empathetic ability,,0,3065,empathetic,,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,none,338714,,20,html-button-response,
136,Empathetic,True,social,,,,,females,Female,0.0-14.0,the study aims to look and cognitive perspectives and empathetic ability,,{'Hypothesis': 'the study aims to look and cognitive perspectives and empathetic ability'},58661,empathetic,,,,none,397406,,21,survey-text,
136,Empathetic,True,social,,,,,females,Female,0.0-15.0,the study aims to look and cognitive perspectives and empathetic ability,[0],{'sex': 'Female'},3149,empathetic,,,,none,400561,,22,survey-multi-choice,
136,Empathetic,True,social,,,,,females,Female,0.0-16.0,the study aims to look and cognitive perspectives and empathetic ability,[0],{'q2': 'empathetic ability'},7495,empathetic,,,,none,408089,,23,survey-multi-choice,
136,Empathetic,True,social,,,,,females,Female,0.0-17.0,the study aims to look and cognitive perspectives and empathetic ability,[0],{'q3': 'Females'},6476,empathetic,,,,none,414575,,24,survey-multi-choice,
136,Empathetic,True,social,,,,,females,Female,0.0-18.0,the study aims to look and cognitive perspectives and empathetic ability,,{'technicalDifficulties': 'none'},12940,empathetic,,,,none,427561,,25,survey-text,
136,Empathetic,True,social,,,,,females,Female,0.0-19.0,the study aims to look and cognitive perspectives and empathetic ability,,0,17810,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,none,445377,,26,html-button-response,
237,Empathetic,True,social,,,,,females,Female,0.0-0.0,no I honestly dont haha,,,,empathetic,,,True,no,2373,,0,fullscreen,
237,Empathetic,True,social,,[],[],[],females,Female,0.0-1.0,no I honestly dont haha,,,,empathetic,,,True,no,7993,False,1,preload,
237,Empathetic,True,social,,,,,females,Female,0.0-2.0,no I honestly dont haha,,0,5444,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,no,13440,,2,html-button-response,
237,Empathetic,True,social,,,,,females,Female,0.0-3.0,no I honestly dont haha,,0,1342,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,no,14784,,3,html-button-response,
237,Empathetic,True,social,,,,,females,Female,0.0-4.0,no I honestly dont haha,,0,1734,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>empathetic ability</strong>.</p>",,no,16519,,4,html-button-response,
237,Empathetic,True,social,,,,,females,Female,0.0-5.0,no I honestly dont haha,,0,1990,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Empathetic ability is a social ability that is defined as being able to identify with, and understand what another person is seeing or feeling, and respond appropriately.</p>",,no,18511,,5,html-button-response,
237,Empathetic,True,social,,,,,females,Female,0.0-6.0,no I honestly dont haha,,0,2690,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>females often score higher on measures of empathetic ability</strong>.</p>",,no,21202,,6,html-button-response,
237,Empathetic,True,social,,,,,females,Female,0.0-7.0,no I honestly dont haha,,"{'first': 'females', 'second': 'empathetic'}",6909,empathetic,,,,no,28114,,7,survey-html-form,
237,Empathetic,True,social,,,,,females,Female,0.0-8.0,no I honestly dont haha,,0,23990,empathetic,,"'<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking the perspective of the person on the map. Suppose that one day, you went for walk and followed the path through the city that is shown. </p> 
      <p>At each turn that the path takes, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,no,52106,,8,html-button-response,
237,Empathetic,True,social,,,,,females,Female,0.0-9.0,no I honestly dont haha,,0,3830,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,no,55938,,9,html-button-response,
237,Empathetic,True,social,,,,,females,Female,0.0-10.0-0.0,no I honestly dont haha,,arrowleft,1487,empathetic,,img/social/version2/p1.png,,no,57429,,10,image-keyboard-response,
237,Empathetic,True,social,,,,,females,Female,0.0-10.0-1.0,no I honestly dont haha,,arrowright,1291,empathetic,,img/social/version2/p2.png,,no,58721,,11,image-keyboard-response,
237,Empathetic,True,social,,,,,females,Female,0.0-10.0-2.0,no I honestly dont haha,,arrowright,595,empathetic,,img/social/version2/p3.png,,no,59317,,12,image-keyboard-response,
237,Empathetic,True,social,,,,,females,Female,0.0-11.0,no I honestly dont haha,,0,1837,empathetic,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,no,61156,,13,html-button-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.0,no I honestly dont haha,,arrowleft,1534,empathetic,,img/social/version2/1.png,,no,62692,,14,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.1,no I honestly dont haha,,arrowleft,1216,empathetic,,img/social/version2/2.png,,no,63909,,15,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.2,no I honestly dont haha,,arrowright,819,empathetic,,img/social/version2/3.png,,no,64729,,16,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.3,no I honestly dont haha,,arrowright,1519,empathetic,,img/social/version2/4.png,,no,66249,,17,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.4,no I honestly dont haha,,arrowleft,635,empathetic,,img/social/version2/5.png,,no,66886,,18,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.5,no I honestly dont haha,,arrowleft,1818,empathetic,,img/social/version2/6.png,,no,68706,,19,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.6,no I honestly dont haha,,arrowright,855,empathetic,,img/social/version2/7.png,,no,69563,,20,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.7,no I honestly dont haha,,arrowright,2118,empathetic,,img/social/version2/8.png,,no,71683,,21,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.8,no I honestly dont haha,,arrowright,866,empathetic,,img/social/version2/9.png,,no,72551,,22,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.9,no I honestly dont haha,,arrowleft,713,empathetic,,img/social/version2/10.png,,no,73265,,23,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.10,no I honestly dont haha,,arrowright,712,empathetic,,img/social/version2/11.png,,no,73979,,24,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.11,no I honestly dont haha,,arrowleft,798,empathetic,,img/social/version2/12.png,,no,74779,,25,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.12,no I honestly dont haha,,arrowleft,1453,empathetic,,img/social/version2/13.png,,no,76234,,26,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.13,no I honestly dont haha,,arrowright,710,empathetic,,img/social/version2/14.png,,no,76946,,27,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.14,no I honestly dont haha,,arrowright,1634,empathetic,,img/social/version2/15.png,,no,78581,,28,image-keyboard-response,
237,Empathetic,True,social,True,,,,females,Female,0.0-12.0-0.15,no I honestly dont haha,,arrowleft,1148,empathetic,,img/social/version2/16.png,,no,79731,,29,image-keyboard-response,
